,Reg no.,Name,Incorp-orated,Dissolved,Type
34,0000295,"LUEN CHEONG COMPANY, LIMITED (THE)",1919-10-22,1924-07-07,"Private, ltd by shares"
35,0000296,"LUEN MOW STEAMSHIP COMPANY, LIMITED (THE)",1919-10-23,1926-11-23,"Private, ltd by shares"
36,0000274,"LUEN WO COMPANY, LIMITED",1919-05-15,1921-05-05,"Private, ltd by shares"
37,0000292,"MAN WING STEAMSHIP COMPANY, LIMITED",1919-10-17,1928-10-26,"Private, ltd by shares"
38,0000285,"MIN YUEN PAPER MANUFACTURING COMPANY, LIMITED (THE)",1919-09-05,1931-02-18,"Private, ltd by shares"
39,0000294,"ORIENTAL TRADING COMPANY, (HONGKONG) LIMITED (THE)",1919-10-22,1928-07-13,"Private, ltd by shares"
40,0000276,"SANDAKAN LIGHT AND POWER COMPANY, LIMITED (THE)",1919-05-28,1923-02-13,"Private, ltd by shares"
41,0000265,"SHUN TAK TRADERS ASSOCIATION LIMITED",1919-02-06,1996-08-25,"Ltd by guarantee"
42,0000262,"SINCERE COMPANY, LIMITED (THE)
先施有限公司",1919-01-16,,"Listed company"
43,0000287,"TUNG SANG COMPANY, LIMITED (THE)",1919-09-10,1924-08-01,"Private, ltd by shares"
44,0000267,"UNION ENGINEERING CO. LTD. (THE)",1919-03-18,1925-08-08,"Private, ltd by shares"
45,0000289,"UNITED ASIATIC COMPANY, LIMITED",1919-10-08,1926-11-19,"Private, ltd by shares"
46,0000268,"WING SANG COMPANY LIMITED (THE)",1919-04-11,,"Public, ltd by shares"
47,0000277,"XAVIER BROTHERS, LIMITED",1919-06-05,1958-02-18,"Private, ltd by shares"
48,0000301,"YAT SUN SOAP MANUFACTURING COMPANY, LIMITED",1919-12-10,1931-09-09,"Private, ltd by shares"
49,0000266,"YEE ON YARN CO. LTD. (THE)",1919-03-14,1922-07-27,"Private, ltd by shares"
